CUI,HGNC ID
C1423115,HGNC:14989
C1423116,HGNC:14990
C1423117,HGNC:14991
C1423118,HGNC:14992
C1423119,HGNC:14993
C1423120,HGNC:14994
C1423121,HGNC:14995
C1423122,HGNC:14996
C1423123,HGNC:14997
C1423124,HGNC:14998
C1423125,HGNC:14999
C1423126,HGNC:15001
C1423127,HGNC:15003
C1423128,HGNC:15004
C1423129,HGNC:15005
C1423130,HGNC:15007
C1423131,HGNC:15008
C1423132,HGNC:15009
C1423133,HGNC:15011
C1423134,HGNC:15012
C1423135,HGNC:15014
C1423136,HGNC:15015
C1423137,HGNC:15016
C1423138,HGNC:15017
C1423139,HGNC:15018
C1423140,HGNC:15019
C1423141,HGNC:15020
C1423142,HGNC:15021
C1423148,HGNC:15027
C1423149,HGNC:15028
C1423150,HGNC:15029
C1423151,HGNC:15030
C1423152,HGNC:15031
C1423153,HGNC:15032
C1423154,HGNC:15033
C1423155,HGNC:15034
C1423156,HGNC:15035
C1423157,HGNC:15036
C1423158,HGNC:15037
C1423159,HGNC:15038
C1423160,HGNC:15039
C1423161,HGNC:15040
C1423163,HGNC:15042
C1423164,HGNC:15043
C1423167,HGNC:15048
C1423168,HGNC:15049
C1423169,HGNC:15050
C1423170,HGNC:15052
C1423171,HGNC:15053
C1423172,HGNC:15057
C1423173,HGNC:15059
C1423175,HGNC:15062
C1423176,HGNC:15063
C1423178,HGNC:15071
C1423179,HGNC:15072
C1423180,HGNC:15076
C1423181,HGNC:15077
C1423182,HGNC:15078
C1423183,HGNC:15079
C1423185,HGNC:15082
C1423186,HGNC:15083
C1423187,HGNC:15084
C1423188,HGNC:15085
C1423189,HGNC:15087
C1423190,HGNC:15089
C1423191,HGNC:15090
C1423192,HGNC:15091
C1423194,HGNC:15093
C1423195,HGNC:15094
C1423196,HGNC:15095
C1423197,HGNC:15096
C1423198,HGNC:15097
C1423199,HGNC:15098
C1423200,HGNC:15100
C1423201,HGNC:15101
C1423202,HGNC:15102
C1423203,HGNC:15103
C1423204,HGNC:15104
C1423205,HGNC:15105
C1423206,HGNC:15106
C1423207,HGNC:15107
C1423208,HGNC:15108
C1423209,HGNC:15110
C1423210,HGNC:15111
C1423211,HGNC:15113
C1423213,HGNC:15117
C1423214,HGNC:15118
C1423218,HGNC:15122
C1423220,HGNC:15124
C1423221,HGNC:15125
C1423222,HGNC:15126
C1423223,HGNC:15127
C1423224,HGNC:15128
C1423225,HGNC:15129
C1423226,HGNC:15130
C1423227,HGNC:15131
C1423228,HGNC:15132
C1423229,HGNC:15134
C1423230,HGNC:15135
C1423231,HGNC:15136
C1423232,HGNC:15137
C1423233,HGNC:15138
C1423234,HGNC:15139
C1423235,HGNC:15140
C1423236,HGNC:15141
C1423237,HGNC:15142
C1423238,HGNC:15143
C1423239,HGNC:15144
C1423240,HGNC:15145
C1423241,HGNC:15146
C1423242,HGNC:15147
C1423243,HGNC:15148
C1423244,HGNC:15149
C1423245,HGNC:15150
C1423246,HGNC:15151
C1423247,HGNC:15152
C1423248,HGNC:15153
C1423249,HGNC:15154
C1423250,HGNC:15155
C1423251,HGNC:15156
C1423252,HGNC:15158
C1423253,HGNC:15159
C1423254,HGNC:15160
C1423255,HGNC:15161
C1423256,HGNC:15162
C1423257,HGNC:15163
C1423258,HGNC:15164
C1423260,HGNC:15166
C1423261,HGNC:15167
C1423262,HGNC:15168
C1423263,HGNC:15169
C1423264,HGNC:15170
C1423265,HGNC:15171
C1423266,HGNC:15172
C1423267,HGNC:15173
C1423268,HGNC:15174
C1423269,HGNC:15175
C1423270,HGNC:15176
C1423271,HGNC:15177
C1423272,HGNC:15178
C1423273,HGNC:15180
C1423274,HGNC:15181
C1423275,HGNC:15182
C1423276,HGNC:15183
C1423277,HGNC:15184
C1423278,HGNC:15185
C1423279,HGNC:15187
C1423280,HGNC:15188
C1423281,HGNC:15189
C1423282,HGNC:15190
C1423283,HGNC:15191
C1423284,HGNC:15193
C1423286,HGNC:15195
C1423287,HGNC:15196
C1423288,HGNC:15197
C1423289,HGNC:15198
C1423290,HGNC:15199
C1423291,HGNC:15200
C1423292,HGNC:15201
C1423293,HGNC:15202
C1423294,HGNC:15203
C1423295,HGNC:15204
C1423296,HGNC:15205
C1423297,HGNC:15206
C1423298,HGNC:15207
C1423299,HGNC:15208
C1423300,HGNC:15209
C1423301,HGNC:15210
C1423302,HGNC:15211
C1423303,HGNC:15212
C1423304,HGNC:15213
C1423305,HGNC:15214
C1423306,HGNC:15215
C1423307,HGNC:15216
C1423308,HGNC:15217
C1423309,HGNC:15218
C1423310,HGNC:15219
C1423311,HGNC:15220
C1423312,HGNC:15221
C1423313,HGNC:15222
C1423314,HGNC:15223
C1423315,HGNC:15224
C1423316,HGNC:15225
C1423317,HGNC:15226
C1423319,HGNC:15228
C1423320,HGNC:15229
C1423321,HGNC:15230
C1423322,HGNC:15231
C1423323,HGNC:15232
C1423324,HGNC:15233
C1423325,HGNC:15234
C1423326,HGNC:15235
C1423327,HGNC:15236
C1423328,HGNC:15237
C1423329,HGNC:15238
C1423330,HGNC:15239
C1423331,HGNC:15240
C1423332,HGNC:15241
C1423333,HGNC:15244
C1423334,HGNC:15245
C1423335,HGNC:15246
C1423336,HGNC:15247
C1423337,HGNC:15248
C1423338,HGNC:15249
C1423339,HGNC:15250
C1423340,HGNC:15251
C1423341,HGNC:15252
C1423342,HGNC:15253
C1423343,HGNC:15254
C1423344,HGNC:15255
C1423345,HGNC:15256
C1423346,HGNC:15257
C1423347,HGNC:15258
C1423348,HGNC:15259
C1423349,HGNC:15260
C1423350,HGNC:15261
C1423351,HGNC:15262
C1423352,HGNC:15265
C1423353,HGNC:15267
C1423354,HGNC:15269
C1423355,HGNC:15270
C1423356,HGNC:15271
C1423357,HGNC:15272
C1423358,HGNC:15273
C1423360,HGNC:15275
C1423361,HGNC:15276
C1423362,HGNC:15277
C1423363,HGNC:15278
C1423364,HGNC:15279
C1423365,HGNC:15280
C1423366,HGNC:15281
C1423367,HGNC:15282
C1423368,HGNC:15283
C1423369,HGNC:15284
C1423370,HGNC:15285
C1423371,HGNC:15286
C1423373,HGNC:15288
C1423374,HGNC:15289
C1423375,HGNC:15290
C1423376,HGNC:15291
C1423377,HGNC:15292
C1423378,HGNC:15293
C1423379,HGNC:15294
C1423380,HGNC:15295
C1423381,HGNC:15296
C1423382,HGNC:15297
C1423383,HGNC:15298
C1423384,HGNC:15299
C1423385,HGNC:15301
C1423386,HGNC:15302
C1423387,HGNC:15303
C1423388,HGNC:15304
C1423389,HGNC:15305
C1423390,HGNC:15306
C1423391,HGNC:15307
C1423392,HGNC:15308
C1423393,HGNC:15309
C1423394,HGNC:15310
C1423396,HGNC:15312
C1423397,HGNC:15313
C1423398,HGNC:15314
C1423399,HGNC:15315
C1423400,HGNC:15316
C1423401,HGNC:15317
C1423402,HGNC:15318
C1423403,HGNC:15319
C1423404,HGNC:15320
C1423405,HGNC:15321
C1423406,HGNC:15322
C1423407,HGNC:15324
C1423408,HGNC:15325
C1423409,HGNC:15327
C1423410,HGNC:15328
C1423411,HGNC:15329
C1423412,HGNC:15332
C1423413,HGNC:15333
C1423415,HGNC:15335
C1423416,HGNC:15337
C1423417,HGNC:15338
C1423418,HGNC:15339
C1423419,HGNC:15340
C1423420,HGNC:15341
C1423421,HGNC:15342
C1423422,HGNC:15343
C1423423,HGNC:15344
C1423424,HGNC:15345
C1423425,HGNC:15346
C1423426,HGNC:15347
C1423427,HGNC:15348
C1423428,HGNC:15349
C1423430,HGNC:15351
C1423431,HGNC:15352
C1423432,HGNC:15353
C1423433,HGNC:15354
C1423434,HGNC:15355
C1423435,HGNC:15356
C1423436,HGNC:15358
C1423438,HGNC:15360
C1423439,HGNC:15361
C1423440,HGNC:15362
C1423441,HGNC:15363
C1423442,HGNC:15364
C1423443,HGNC:15365
C1423444,HGNC:15366
C1423445,HGNC:15367
C1423446,HGNC:15369
C1423447,HGNC:15370
C1423448,HGNC:15371
C1423449,HGNC:15372
C1423450,HGNC:15373
C1423451,HGNC:15374
C1423452,HGNC:15375
C1423453,HGNC:15376
C1423454,HGNC:15378
C1423455,HGNC:15381
C1423456,HGNC:15388
C1423457,HGNC:15389
C1423458,HGNC:15390
C1423459,HGNC:15391
C1423460,HGNC:15395
C1423461,HGNC:15399
C1423462,HGNC:15402
C1423463,HGNC:15403
C1423464,HGNC:15404
C1423465,HGNC:15405
C1423466,HGNC:15406
C1423467,HGNC:15407
C1423468,HGNC:15408
C1423472,HGNC:15413
C1423480,HGNC:15424
C1423482,HGNC:15426
C1423485,HGNC:15431
C1423486,HGNC:15432
C1423487,HGNC:15434
C1423488,HGNC:15436
C1423489,HGNC:15437
C1423492,HGNC:15446
C1423493,HGNC:15447
C1423494,HGNC:15448
C1423495,HGNC:15449
C1423496,HGNC:15450
C1423497,HGNC:15451
C1423498,HGNC:15452
C1423499,HGNC:15453
C1423500,HGNC:15454
C1423501,HGNC:15455
C1423502,HGNC:15456
C1423503,HGNC:15459
C1423504,HGNC:15460
C1423505,HGNC:15462
C1423506,HGNC:15464
C1423507,HGNC:15465
C1423510,HGNC:15469
C1423511,HGNC:15470
C1423512,HGNC:15471
C1423514,HGNC:15474
C1423515,HGNC:15475
C1423517,HGNC:15478
C1423518,HGNC:15479
C1423519,HGNC:15480
C1423521,HGNC:15483
C1423522,HGNC:15484
C1423523,HGNC:15485
C1423524,HGNC:15486
C1423526,HGNC:15488
C1423527,HGNC:15489
C1423529,HGNC:15492
C1423530,HGNC:15494
C1423533,HGNC:15500
C1423534,HGNC:15502
C1423535,HGNC:15504
C1423536,HGNC:15505
C1423538,HGNC:15507
C1423539,HGNC:15508
C1423541,HGNC:15511
C1423542,HGNC:15512
C1423543,HGNC:15513
C1423544,HGNC:15514
C1423545,HGNC:15515
C1423546,HGNC:15516
C1423547,HGNC:15517
C1423548,HGNC:15518
C1423549,HGNC:15519
C1423550,HGNC:15520
C1423551,HGNC:15521
C1423552,HGNC:15522
C1423554,HGNC:15524
C1423555,HGNC:15525
C1423556,HGNC:15528
C1423557,HGNC:15529
C1423558,HGNC:15530
C1423559,HGNC:15532
C1423560,HGNC:15533
C1423561,HGNC:15534
C1423568,HGNC:15547
C1423570,HGNC:15549
C1423571,HGNC:15550
C1423572,HGNC:15552
C1423573,HGNC:15561
C1423574,HGNC:15562
C1423575,HGNC:15563
C1423576,HGNC:15564
C1423577,HGNC:15565
C1423578,HGNC:15566
C1423579,HGNC:15567
C1423580,HGNC:15568
C1423581,HGNC:15569
C1423582,HGNC:15570
C1423585,HGNC:15573
C1423586,HGNC:15574
C1423588,HGNC:15576
C1423589,HGNC:15577
C1423590,HGNC:15578
C1423591,HGNC:15579
C1423592,HGNC:15580
C1423594,HGNC:15582
C1423595,HGNC:15585
C1423596,HGNC:15586
C1423597,HGNC:15587
C1423598,HGNC:15588
C1423599,HGNC:15589
C1423600,HGNC:15590
C1423601,HGNC:15592
C1423602,HGNC:15593
C1423603,HGNC:15594
C1423604,HGNC:15595
C1423606,HGNC:15597
C1423607,HGNC:15598
C1423608,HGNC:15600
C1423612,HGNC:15606
C1423613,HGNC:15607
C1423614,HGNC:15608
C1423625,HGNC:15620
C1423626,HGNC:15621
C1423627,HGNC:15622
C1423631,HGNC:15685
C1423632,HGNC:15630
C1423633,HGNC:15633
C1423634,HGNC:15634
C1423635,HGNC:15646
C1423637,HGNC:15654
C1423638,HGNC:15661
C1423639,HGNC:15662
C1423640,HGNC:15663
C1423641,HGNC:15664
C1423644,HGNC:15667
C1423645,HGNC:15669
C1423647,HGNC:15673
C1423648,HGNC:15674
C1423649,HGNC:15676
C1423650,HGNC:15677
C1423651,HGNC:15678
C1423652,HGNC:15679
C1423653,HGNC:15680
C1423654,HGNC:15682
C1423655,HGNC:15683
C1423656,HGNC:15684
C1423657,HGNC:24141
C1423658,HGNC:15688
C1423659,HGNC:15689
C1423660,HGNC:15690
C1423661,HGNC:15691
C1423662,HGNC:15692
C1423663,HGNC:15694
C1423664,HGNC:15695
C1423665,HGNC:15696
C1423666,HGNC:15697
C1423668,HGNC:15702
C1423669,HGNC:15703
C1423674,HGNC:15710
C1423675,HGNC:15712
C1423676,HGNC:15713
C1423677,HGNC:15714
C1423679,HGNC:15716
C1423680,HGNC:15717
C1423681,HGNC:15718
C1423682,HGNC:15719
C1423683,HGNC:15720
C1423684,HGNC:15721
C1423685,HGNC:15722
C1423686,HGNC:15723
C1423687,HGNC:15728
C1423688,HGNC:15730
C1423689,HGNC:15732
C1423691,HGNC:15734
C1423692,HGNC:15736
C1423694,HGNC:15739
C1423695,HGNC:15740
C1423696,HGNC:15741
C1423697,HGNC:15743
C1423699,HGNC:15746
C1423700,HGNC:15748
C1423701,HGNC:15749
C1423702,HGNC:15750
C1423703,HGNC:15751
C1423704,HGNC:15754
C1423705,HGNC:15755
C1423706,HGNC:15756
C1423707,HGNC:16247
C1423708,HGNC:15759
C1423709,HGNC:15760
C1423710,HGNC:15761
C1423711,HGNC:15762
C1423712,HGNC:15763
C1423713,HGNC:15764
C1423714,HGNC:15765
C1423715,HGNC:15766
C1423716,HGNC:15767
C1423717,HGNC:15768
C1423718,HGNC:15769
C1423719,HGNC:15770
C1423721,HGNC:15773
C1423722,HGNC:15774
C1423729,HGNC:15781
C1423730,HGNC:15788
C1423731,HGNC:15789
C1423732,HGNC:15791
C1423733,HGNC:15792
C1423734,HGNC:15794
C1423735,HGNC:15795
C1423736,HGNC:15797
C1423737,HGNC:15799
C1423739,HGNC:15801
C1423740,HGNC:15802
C1423741,HGNC:15803
C1423743,HGNC:15805
C1423744,HGNC:15806
C1423745,HGNC:15807
C1423747,HGNC:15809
C1423749,HGNC:15813
C1423751,HGNC:15815
C1423753,HGNC:15819
C1423755,HGNC:15822
C1423757,HGNC:15825
C1423758,HGNC:15827
C1423759,HGNC:15829
C1423760,HGNC:15831
C1423761,HGNC:15832
C1423763,HGNC:15835
C1423765,HGNC:15837
C1423766,HGNC:15838
C1423767,HGNC:15844
C1423768,HGNC:15845
C1423769,HGNC:15846
C1423770,HGNC:15847
C1423771,HGNC:15848
C1423772,HGNC:15850
C1423773,HGNC:15851
C1423774,HGNC:15852
C1423775,HGNC:15853
C1423776,HGNC:15854
C1423778,HGNC:15856
C1423779,HGNC:15857
C1423783,HGNC:15861
C1423784,HGNC:15862
C1423787,HGNC:15865
C1423788,HGNC:15866
C1423791,HGNC:15869
C1423792,HGNC:15870
C1423793,HGNC:15872
C1423794,HGNC:15873
C1423795,HGNC:15874
C1423799,HGNC:15878
C1423800,HGNC:15879
C1423801,HGNC:15880
C1423805,HGNC:15885
C1423806,HGNC:15886
C1423809,HGNC:15889
C1423810,HGNC:15890
C1423811,HGNC:15891
C1423812,HGNC:15892
C1423814,HGNC:15894
C1423817,HGNC:15899
C1423818,HGNC:15900
C1423820,HGNC:15902
C1423821,HGNC:15904
C1423822,HGNC:15905
C1423823,HGNC:15906
C1423824,HGNC:15908
C1423825,HGNC:15910
C1423827,HGNC:15912
C1423828,HGNC:15913
C1423829,HGNC:15916
C1423830,HGNC:15917
C1423832,HGNC:15920
C1423833,HGNC:15921
C1423836,HGNC:15924
C1423837,HGNC:15925
C1423838,HGNC:15926
C1423839,HGNC:15930
C1423840,HGNC:15931
C1423841,HGNC:15932
C1423842,HGNC:15934
C1423843,HGNC:15935
C1423844,HGNC:15937
C1423846,HGNC:15940
C1423847,HGNC:15942
C1423848,HGNC:15944
C1423849,HGNC:15945
C1423850,HGNC:15946
C1423851,HGNC:15947
C1423854,HGNC:15950
C1423855,HGNC:15951
C1423856,HGNC:15952
C1423858,HGNC:15954
C1423859,HGNC:15955
C1423860,HGNC:15956
C1423861,HGNC:15957
C1423862,HGNC:15958
C1423863,HGNC:15959
C1423865,HGNC:15961
C1423866,HGNC:15962
C1423867,HGNC:15963
C1423868,HGNC:15964
C1423869,HGNC:15965
C1423870,HGNC:15966
C1423872,HGNC:15968
C1423874,HGNC:15970
C1423875,HGNC:15972
C1423876,HGNC:15973
C1423877,HGNC:15974
C1423878,HGNC:15975
C1423880,HGNC:15977
C1423882,HGNC:15980
C1423884,HGNC:15983
C1423885,HGNC:15984
C1423887,HGNC:15986
C1423888,HGNC:15987
C1423889,HGNC:15988
C1423890,HGNC:15989
C1423891,HGNC:15990
C1423892,HGNC:15991
C1423893,HGNC:15992
C1423894,HGNC:15993
C1423895,HGNC:15995
C1423896,HGNC:15996
C1423897,HGNC:15997
C1423898,HGNC:15998
C1423899,HGNC:15999
C1423900,HGNC:16000
C1423901,HGNC:16001
C1423902,HGNC:16002
C1423903,HGNC:16006
C1423906,HGNC:16009
C1423907,HGNC:16011
C1423908,HGNC:16012
C1423909,HGNC:16013
C1423911,HGNC:16016
C1423912,HGNC:16017
C1423913,HGNC:16018
C1423916,HGNC:16022
C1423920,HGNC:16027
C1423922,HGNC:16029
C1423923,HGNC:16031
C1423926,HGNC:16034
C1423927,HGNC:16035
C1423928,HGNC:16036
C1423929,HGNC:16037
C1423930,HGNC:16038
C1423931,HGNC:16039
C1423933,HGNC:16043
C1423934,HGNC:16044
C1423935,HGNC:16045
C1423936,HGNC:16046
C1423937,HGNC:16047
C1423938,HGNC:16048
C1423939,HGNC:16051
C1423940,HGNC:16052
C1423941,HGNC:16053
C1423942,HGNC:16055
C1423943,HGNC:16058
C1423944,HGNC:16059
C1423945,HGNC:16060
C1423947,HGNC:16063
C1423948,HGNC:16064
C1423949,HGNC:16065
C1423950,HGNC:16066
C1423951,HGNC:16067
C1423953,HGNC:16069
C1423954,HGNC:16070
C1423955,HGNC:16071
C1423957,HGNC:16073
C1423958,HGNC:16075
C1423959,HGNC:16076
C1423960,HGNC:16077
C1423961,HGNC:16078
C1423963,HGNC:16082
C1423964,HGNC:16083
C1423965,HGNC:16084
C1423966,HGNC:16085
C1423967,HGNC:16086
C1423968,HGNC:16087
C1423969,HGNC:16088
C1423970,HGNC:16089
C1423971,HGNC:16090
C1423973,HGNC:16092
C1423974,HGNC:16093
C1423976,HGNC:16095
C1423977,HGNC:16096
C1423980,HGNC:16099
C1423983,HGNC:16102
C1423986,HGNC:16105
C1423987,HGNC:16106
C1423991,HGNC:16110
C1423993,HGNC:16112
C1423995,HGNC:16114
C1423996,HGNC:16115
C1424000,HGNC:16120
C1424003,HGNC:16123
C1424005,HGNC:16125
C1424006,HGNC:16126
C1424008,HGNC:16128
C1424011,HGNC:16131
C1424014,HGNC:16134
C1424015,HGNC:16135
C1424017,HGNC:16137
C1424018,HGNC:16139
C1424020,HGNC:16142
C1424021,HGNC:16143
C1424022,HGNC:16144
C1424023,HGNC:16145
C1424025,HGNC:16147
C1424030,HGNC:16153
C1424032,HGNC:16155
C1424033,HGNC:16156
C1424034,HGNC:16157
C1424036,HGNC:16159
C1424037,HGNC:16160
C1424038,HGNC:16161
C1424040,HGNC:16163
C1424041,HGNC:16164
C1424043,HGNC:16166
C1424044,HGNC:16167
C1424045,HGNC:16168
C1424049,HGNC:16172
C1424050,HGNC:16173
C1424051,HGNC:16174
C1424053,HGNC:16176
C1424054,HGNC:16177
C1424057,HGNC:16180
C1424058,HGNC:16181
C1424059,HGNC:16182
C1424060,HGNC:16183
C1424062,HGNC:16185
C1424064,HGNC:16187
C1424065,HGNC:16188
C1424068,HGNC:16191
C1424069,HGNC:16192
C1424070,HGNC:16193
C1424071,HGNC:16194
C1424072,HGNC:16195
C1424073,HGNC:16196
C1424077,HGNC:16200
C1424082,HGNC:16205
C1424083,HGNC:16206
C1424084,HGNC:16207
C1424085,HGNC:16208
C1424086,HGNC:16209
C1424087,HGNC:16210
C1424088,HGNC:16211
C1424090,HGNC:16213
C1424092,HGNC:16216
C1424093,HGNC:16217
C1424094,HGNC:16218
C1424097,HGNC:16221
C1424098,HGNC:16222
C1424099,HGNC:16223
C1424101,HGNC:16225
C1424102,HGNC:16226
C1424103,HGNC:16227
C1424108,HGNC:16232
C1424109,HGNC:16233
C1424110,HGNC:16234
C1424111,HGNC:16235
C1424112,HGNC:16236
C1424114,HGNC:16239
C1424115,HGNC:16240
C1424116,HGNC:16243
C1424117,HGNC:16244
C1424118,HGNC:16245
C1424119,HGNC:16246
C1424122,HGNC:16249
C1424123,HGNC:16250
C1424124,HGNC:16251
C1424125,HGNC:16252
C1424127,HGNC:16254
C1424129,HGNC:16256
C1424130,HGNC:16257
C1424131,HGNC:16258
C1424132,HGNC:16259
C1424133,HGNC:16260
C1424134,HGNC:16261
C1424135,HGNC:16262
C1424136,HGNC:16263
C1424137,HGNC:16265
C1424138,HGNC:16266
C1424139,HGNC:16267
C1424140,HGNC:16270
C1424141,HGNC:16271
C1424142,HGNC:16272
C1424143,HGNC:16273
C1424144,HGNC:16274
C1424145,HGNC:16275
C1424146,HGNC:16276
C1424147,HGNC:16277
C1424148,HGNC:16278
C1424149,HGNC:16280
C1424150,HGNC:16281
C1424151,HGNC:16283
C1424152,HGNC:16284
C1424153,HGNC:16285
C1424154,HGNC:16286
C1424156,HGNC:16288
C1424157,HGNC:16289
C1424158,HGNC:16290
C1424159,HGNC:16291
C1424160,HGNC:16292
C1424161,HGNC:16293
C1424161,HGNC:34810
C1424162,HGNC:16294
C1424165,HGNC:16297
C1424166,HGNC:16298
C1424167,HGNC:16299
C1424169,HGNC:16301
C1424170,HGNC:16302
C1424173,HGNC:16305
C1424174,HGNC:16306
C1424177,HGNC:16312
C1424178,HGNC:16313
C1424179,HGNC:16315
C1424180,HGNC:16316
C1424181,HGNC:16317
C1424182,HGNC:16318
C1424183,HGNC:16319
C1424184,HGNC:16320
C1424185,HGNC:16321
C1424187,HGNC:16323
C1424188,HGNC:16324
C1424190,HGNC:16326
C1424191,HGNC:16327
C1424193,HGNC:16329
C1424194,HGNC:16330
C1424195,HGNC:16331
C1424196,HGNC:16332
C1424198,HGNC:16335
C1424199,HGNC:16336
C1424200,HGNC:16337
C1424201,HGNC:16338
C1424202,HGNC:16339
C1424204,HGNC:16341
C1424205,HGNC:16342
C1424206,HGNC:16347
C1424207,HGNC:16348
C1424210,HGNC:16352
C1424211,HGNC:16353
C1424212,HGNC:16354
C1424213,HGNC:16355
C1424214,HGNC:16356
C1424217,HGNC:16361
C1424218,HGNC:16364
C1424219,HGNC:16366
C1424220,HGNC:16367
C1424222,HGNC:16369
C1424223,HGNC:16370
C1424224,HGNC:16372
C1424225,HGNC:16373
C1424226,HGNC:16374
C1424227,HGNC:16375
C1424228,HGNC:16376
C1424229,HGNC:16377
C1424230,HGNC:16378
C1424231,HGNC:16379
C1424232,HGNC:16380
C1424233,HGNC:16381
C1424235,HGNC:16384
C1424237,HGNC:16386
C1424238,HGNC:16387
C1424239,HGNC:16388
C1424240,HGNC:16389
C1424242,HGNC:16391
C1424243,HGNC:16392
C1424244,HGNC:16393
C1424245,HGNC:16394
C1424246,HGNC:16395
C1424247,HGNC:16396
C1424248,HGNC:16397
C1424249,HGNC:16398
C1424250,HGNC:16400
C1424252,HGNC:16404
C1424253,HGNC:16405
C1424254,HGNC:16406
C1424256,HGNC:16408
C1424259,HGNC:16411
C1424264,HGNC:16417
C1424266,HGNC:16421
C1424267,HGNC:16422
C1424272,HGNC:16429
C1424273,HGNC:16430
C1424274,HGNC:16431
C1424276,HGNC:16435
C1424278,HGNC:16437
C1424279,HGNC:16438
C1424281,HGNC:16440
C1424282,HGNC:16441
C1424284,HGNC:16443
C1424285,HGNC:16445
C1424286,HGNC:16446
C1424287,HGNC:16447
C1424288,HGNC:16448
C1424290,HGNC:16451
C1424291,HGNC:16452
C1424292,HGNC:16453
C1424293,HGNC:16454
C1424295,HGNC:16457
C1424297,HGNC:16459
C1424298,HGNC:16460
C1424299,HGNC:16461
C1424300,HGNC:16462
C1424302,HGNC:16466
C1424303,HGNC:16467
C1424304,HGNC:16469
C1424305,HGNC:16470
C1424306,HGNC:16471
C1424308,HGNC:16473
C1424312,HGNC:16480
C1424313,HGNC:16481
C1424314,HGNC:16482
C1424315,HGNC:16483
C1424316,HGNC:16484
C1424317,HGNC:16485
C1424318,HGNC:16486
C1424319,HGNC:16487
C1424320,HGNC:16488
C1424322,HGNC:16490
C1424323,HGNC:16491
C1424326,HGNC:16494
C1424327,HGNC:16495
C1424328,HGNC:16496
C1424329,HGNC:16497
C1424331,HGNC:16499
C1424332,HGNC:16500
C1424333,HGNC:16501
C1424334,HGNC:16502
C1424335,HGNC:16503
C1424336,HGNC:16504
C1424337,HGNC:16505
C1424339,HGNC:16507
C1424340,HGNC:16508
C1424341,HGNC:16509
C1424342,HGNC:16510
C1424343,HGNC:16511
C1424344,HGNC:16512
C1424345,HGNC:16513
C1424346,HGNC:16516
C1424347,HGNC:16517
C1424349,HGNC:16519
C1424350,HGNC:16521
C1424351,HGNC:16523
C1424352,HGNC:16524
C1424353,HGNC:16525
C1424354,HGNC:16526
C1424355,HGNC:16527
C1424356,HGNC:16529
C1424357,HGNC:16530
C1424358,HGNC:16531
C1424359,HGNC:16532
C1424360,HGNC:16533
C1424361,HGNC:16534
C1424362,HGNC:16535
C1424363,HGNC:16536
C1424364,HGNC:16537
C1424365,HGNC:16538
C1424366,HGNC:16539
C1424367,HGNC:16540
C1424368,HGNC:16541
C1424369,HGNC:16542
C1424371,HGNC:16544
C1424372,HGNC:16545
C1424373,HGNC:16546
C1424374,HGNC:16547
C1424375,HGNC:16548
C1424376,HGNC:16549
C1424377,HGNC:16550
C1424378,HGNC:16551
C1424379,HGNC:16552
C1424380,HGNC:16553
C1424381,HGNC:16554
C1424382,HGNC:16555
C1424383,HGNC:16556
C1424384,HGNC:16557
C1424385,HGNC:16558
C1424386,HGNC:16559
C1424388,HGNC:16561
C1424389,HGNC:16562
C1424390,HGNC:16563
C1424391,HGNC:16564
C1424392,HGNC:16565
C1424393,HGNC:16566
C1424394,HGNC:16567
C1424395,HGNC:16568
C1424396,HGNC:16569
C1424397,HGNC:16570
C1424398,HGNC:16571
C1424399,HGNC:16572
C1424400,HGNC:16573
C1424401,HGNC:16574
C1424402,HGNC:16575
C1424404,HGNC:16577
C1424405,HGNC:16579
C1424406,HGNC:16580
C1424407,HGNC:16581
C1424408,HGNC:16582
C1424409,HGNC:16583
C1424410,HGNC:16584
C1424411,HGNC:16585
C1424412,HGNC:16586
C1424413,HGNC:16587
C1424414,HGNC:16588
C1424416,HGNC:16590
C1424419,HGNC:16593
C1424420,HGNC:16594
C1424421,HGNC:16595
C1424422,HGNC:16596
C1424423,HGNC:16597
C1424424,HGNC:16598
C1424425,HGNC:16599
C1424426,HGNC:16600
C1424427,HGNC:16601
C1424428,HGNC:16602
C1424429,HGNC:16603
C1424430,HGNC:16604
C1424432,HGNC:16606
C1424440,HGNC:16617
C1424441,HGNC:16618
C1424442,HGNC:16620
C1424447,HGNC:16626
C1424448,HGNC:16627
C1424449,HGNC:16628
C1424450,HGNC:16629
C1424451,HGNC:16631
C1424452,HGNC:16632
C1424453,HGNC:16633
C1424454,HGNC:16634
C1424455,HGNC:16635
C1424456,HGNC:16636
C1424457,HGNC:16638
C1424458,HGNC:16639
C1424459,HGNC:16641
C1424460,HGNC:16642
C1424461,HGNC:16643
C1424462,HGNC:16646
C1424463,HGNC:16648
C1424465,HGNC:16650
C1424466,HGNC:16651
C1424467,HGNC:16652
C1424468,HGNC:16653
C1424469,HGNC:16654
C1424470,HGNC:16655
C1424471,HGNC:16656
C1424472,HGNC:16657
C1424473,HGNC:16658
C1424474,HGNC:16660
C1424475,HGNC:16661
C1424476,HGNC:16666
C1424478,HGNC:16669
C1424479,HGNC:16671
C1424480,HGNC:16672
C1424481,HGNC:16673
C1424483,HGNC:16684
C1424484,HGNC:16685
C1424485,HGNC:16686
C1424486,HGNC:16687
C1424488,HGNC:16690
C1424489,HGNC:16695
C1424490,HGNC:16700
C1424491,HGNC:16702
