GO,CUI
GO:0017130,C1148887
GO:0008266,C1148888
GO:0030515,C1148889
GO:0017069,C1148890
GO:0030619,C1148891
GO:0030625,C1148892
GO:0030626,C1148893
GO:0030620,C1148894
GO:0030621,C1148895
GO:0030622,C1148896
GO:0030623,C1148897
GO:0017070,C1148898
GO:0030629,C1148899
GO:0030624,C1148900
GO:0000049,C1148901
GO:0008135,C1148902
GO:0008547,C1148903
GO:0003924,C1148903
GO:0016147,C1148904
GO:0003924,C1148904
GO:0016146,C1148905
GO:0003924,C1148905
GO:0016148,C1148906
GO:0003924,C1148906
GO:0008494,C1148907
GO:0003746,C1148908
GO:0003743,C1148909
GO:0000900,C1148910
GO:0008079,C1148911
GO:0003747,C1148912
GO:0016150,C1148914
GO:0016149,C1148915
GO:0000166,C1148916
GO:0030551,C1148917
GO:0030552,C1148918
GO:0030553,C1148919
GO:0017076,C1148920
GO:0030554,C1148921
GO:0016208,C1148922
GO:0005524,C1148923
GO:0001730,C1148924
GO:0016887,C1148926
GO:0017116,C1148928
GO:0008094,C1148929
GO:0008186,C1148930
GO:0015446,C1148931
GO:0042626,C1148932
GO:0004009,C1148932
GO:0015435,C1148933
GO:0042626,C1148933
GO:0015441,C1148934
GO:0015436,C1148935
GO:0015439,C1148936
GO:0015437,C1148937
GO:0015440,C1148938
GO:0015438,C1148939
GO:0015427,C1148940
GO:0042626,C1148940
GO:0008563,C1148941
GO:0015432,C1148942
GO:0015431,C1148943
GO:0005395,C1148944
GO:0004007,C1148945
GO:0046873,C1148945
GO:0015434,C1148946
GO:0032778,C1148947
GO:0022825,C1148948
GO:0043682,C1148948
GO:0015633,C1148949
GO:0015433,C1148950
GO:0042141,C1148951
GO:0043190,C1148951
GO:0015429,C1148952
GO:0015245,C1148952
GO:0048502,C1148955
GO:0005396,C1148956
GO:0043267,C1148956
GO:0005260,C1148957
GO:0015428,C1148958
GO:0008559,C1148959
GO:0015406,C1148960
GO:0042626,C1148960
GO:0015424,C1148961
GO:0015425,C1148962
GO:0015425,C1148963
GO:0005304,C1148963
GO:0015190,C1148963
GO:0015602,C1148963
GO:0015188,C1148963
GO:0015426,C1148964
GO:0102022,C1148965
GO:0015626,C1148966
GO:0015184,C1148966
GO:0015601,C1148966
GO:0015426,C1148966
GO:0005313,C1148967
GO:0015183,C1148967
GO:0015600,C1148967
GO:0015426,C1148967
GO:0015599,C1148968
GO:0005290,C1148969
GO:0015189,C1148969
GO:0000064,C1148969
GO:0015426,C1148969
GO:0015597,C1148969
GO:0015181,C1148969
GO:0015608,C1148970
GO:0015615,C1148972
GO:0015291,C1148973
GO:0005354,C1148973
GO:0015592,C1148973
GO:0015613,C1148973
GO:0005355,C1148973
GO:0015610,C1148974
GO:0015609,C1148975
GO:0015407,C1148976
GO:0019829,C1148979
GO:0004005,C1148980
GO:0019829,C1148980
GO:0015624,C1148981
GO:0015625,C1148982
GO:0015408,C1148983
GO:0015430,C1148985
GO:0008558,C1148986
GO:0015410,C1148987
GO:0015412,C1148988
GO:0015413,C1148989
GO:0015414,C1148990
GO:0015421,C1148991
GO:0015422,C1148992
GO:0015423,C1148993
GO:0015415,C1148994
GO:0015417,C1148996
GO:0015594,C1148997
GO:0015595,C1148998
GO:0015418,C1148999
GO:0015199,C1149000
GO:0015187,C1149000
GO:0015418,C1149000
GO:0015596,C1149000
GO:0015193,C1149000
GO:0015419,C1149001
GO:0015411,C1149002
GO:0015420,C1149003
GO:0015616,C1149004
GO:0008554,C1149005
GO:0015442,C1149005
GO:0008553,C1149005
GO:0003936,C1149006
GO:0016466,C1149007
GO:0000260,C1149009
GO:0046932,C1149011
GO:0046962,C1149011
GO:0016468,C1149011
GO:0015443,C1149011
GO:0000261,C1149012
GO:0046962,C1149012
GO:0015662,C1149013
GO:0008551,C1149014
GO:0005388,C1149015
GO:0008555,C1149016
GO:0008900,C1149018
GO:0015444,C1149019
GO:0008556,C1149020
GO:0015445,C1149022
GO:0005391,C1149024
GO:0005385,C1149025
GO:0015094,C1149025
GO:0015086,C1149025
GO:0015099,C1149025
GO:0015662,C1149025
GO:0008552,C1149025
GO:0015087,C1149025
GO:0016463,C1149026
GO:0015462,C1149027
GO:0016464,C1149028
GO:0008566,C1149029
GO:0015617,C1149030
GO:0015462,C1149030
GO:0008564,C1149031
GO:0019001,C1149032
GO:0019003,C1149033
GO:0019002,C1149034
GO:0005525,C1149035
GO:0003924,C1149036
GO:0008549,C1149037
GO:0003924,C1149037
GO:0003924,C1149038
GO:0003927,C1149038
GO:0005834,C1149038
GO:0008548,C1149039
GO:0003924,C1149039
GO:0003925,C1149040
GO:0003924,C1149040
GO:0003926,C1149041
GO:0003924,C1149041
GO:0003924,C1149042
GO:0003928,C1149042
GO:0003924,C1149043
GO:0003929,C1149043
GO:0003924,C1149044
GO:0003930,C1149044
GO:0008619,C1149045
GO:0003924,C1149045
GO:0003931,C1149046
GO:0003924,C1149046
GO:0003924,C1149047
GO:0003932,C1149047
GO:0008550,C1149048
GO:0003924,C1149048
GO:0005085,C1149049
GO:0005086,C1149050
GO:0017132,C1149051
GO:0017112,C1149052
GO:0008321,C1149053
GO:0005087,C1149054
GO:0017034,C1149055
GO:0005088,C1149056
GO:0005089,C1149057
GO:0005090,C1149058
GO:0019103,C1149059
GO:0005549,C1149060
GO:0005550,C1149061
GO:0019825,C1149062
GO:0019825,C1149063
GO:0015034,C1149063
GO:0016712,C1149063
GO:0005490,C1149063
GO:0008403,C1149064
GO:0008391,C1149065
GO:0008405,C1149066
GO:0008404,C1149067
GO:0008392,C1149068
GO:0070330,C1149069
GO:0004498,C1149070
GO:0008123,C1149071
GO:0008389,C1149072
GO:0004500,C1149073
GO:0008399,C1149076
GO:0008395,C1149077
GO:0008396,C1149078
GO:0046409,C1149079
GO:0008116,C1149081
GO:0008401,C1149082
GO:0004507,C1149083
GO:0004508,C1149084
GO:0004509,C1149085
GO:0008387,C1149086
GO:0008397,C1149087
GO:0008388,C1149088
GO:0008390,C1149089
GO:0004796,C1149090
GO:0019826,C1149091
GO:0005344,C1149092
GO:0001524,C1149093
GO:0005344,C1149093
GO:0016969,C1149094
GO:0005344,C1149094
GO:0016970,C1149095
GO:0005344,C1149095
GO:0008658,C1149096
GO:0008717,C1149097
GO:0042277,C1149098
GO:0001653,C1149099
GO:0008528,C1149100
GO:0001605,C1149101
GO:0008261,C1149102
GO:0004875,C1149103
GO:0004876,C1149104
GO:0004878,C1149105
GO:0001595,C1149106
GO:0001596,C1149107
GO:0004945,C1149108
GO:0004946,C1149109
GO:0004947,C1149110
GO:0001598,C1149111
GO:0004951,C1149112
GO:0015054,C1149113
GO:0004962,C1149114
GO:0004962,C1149115
GO:0004962,C1149116
GO:0001637,C1149117
GO:0004950,C1149119
GO:0016493,C1149120
GO:0016494,C1149121
GO:0004918,C1149122
GO:0016495,C1149123
GO:0004966,C1149124
GO:0001606,C1149125
GO:0004977,C1149126
GO:0004978,C1149127
GO:0004979,C1149128
GO:0004980,C1149129
GO:0004982,C1149130
GO:0001607,C1149131
GO:0008188,C1149132
GO:0042263,C1149133
GO:0004983,C1149134
GO:0001602,C1149135
GO:0001601,C1149136
GO:0004995,C1149137
GO:0016498,C1149138
GO:0016497,C1149139
GO:0016496,C1149140
GO:0016492,C1149141
GO:0004985,C1149142
GO:0004986,C1149143
GO:0038046,C1149143
GO:0004987,C1149144
GO:0038048,C1149144
GO:0004979,C1149145
GO:0004988,C1149145
GO:0038047,C1149145
GO:0015051,C1149146
GO:0001626,C1149146
GO:0016499,C1149147
GO:0001648,C1149148
GO:0004994,C1149149
GO:0015057,C1149150
GO:0001604,C1149151
GO:0001603,C1149152
GO:0004990,C1149153
GO:0005000,C1149154
GO:0042301,C1149155
GO:0019808,C1149156
GO:0019810,C1149157
GO:0019809,C1149158
GO:0045294,C1149159
GO:0030306,C1149160
GO:0001540,C1149161
GO:0008013,C1149162
GO:0045296,C1149163
GO:0005516,C1149164
GO:0005517,C1149165
GO:0030276,C1149166
GO:0005518,C1149167
GO:0030332,C1149168
GO:0019955,C1149169
GO:0019956,C1149170
GO:0019957,C1149171
GO:0019958,C1149172
GO:0019959,C1149173
GO:0019960,C1149174
GO:0042021,C1149175
GO:0019961,C1149176
GO:0004904,C1149177
GO:0004905,C1149178
GO:0004906,C1149179
GO:0019962,C1149180
GO:0019964,C1149181
GO:0019955,C1149182
GO:0004896,C1149183
GO:0004908,C1149184
GO:0004909,C1149185
GO:0004910,C1149186
GO:0004920,C1149187
GO:0004921,C1149188
GO:0016517,C1149189
GO:0016515,C1149190
GO:0016518,C1149191
GO:0042010,C1149192
GO:0042012,C1149193
GO:0030368,C1149194
GO:0042008,C1149195
GO:0042014,C1149196
GO:0004911,C1149197
GO:0042016,C1149198
GO:0001532,C1149199
GO:0042018,C1149200
GO:0042020,C1149201
GO:0045506,C1149202
GO:0045507,C1149203
GO:0045508,C1149204
GO:0045509,C1149205
GO:0004912,C1149206
GO:0004913,C1149207
GO:0004914,C1149208
GO:0004915,C1149209
GO:0004917,C1149210
GO:0004919,C1149211
GO:0005149,C1149212
GO:0019966,C1149212
GO:0005141,C1149215
GO:0019969,C1149215
GO:0005142,C1149216
GO:0019970,C1149216
GO:0005143,C1149217
GO:0019972,C1149217
GO:0042164,C1149218
GO:0042163,C1149219
GO:0005144,C1149220
GO:0019973,C1149220
GO:0005145,C1149221
GO:0019974,C1149221
GO:0016170,C1149222
GO:0042009,C1149222
GO:0045514,C1149223
GO:0042011,C1149223
GO:0019975,C1149224
GO:0045515,C1149225
GO:0042007,C1149225
GO:0045093,C1149226
GO:0045094,C1149227
GO:0045516,C1149228
GO:0042013,C1149228
GO:0005134,C1149229
GO:0019976,C1149229
GO:0045517,C1149230
GO:0042015,C1149230
GO:0019977,C1149231
GO:0001531,C1149231
GO:0045518,C1149232
GO:0042017,C1149232
GO:0045519,C1149233
GO:0042019,C1149233
GO:0045510,C1149234
GO:0045520,C1149234
GO:0045511,C1149235
GO:0045521,C1149235
GO:0045522,C1149236
GO:0045512,C1149236
GO:0045513,C1149237
GO:0005135,C1149238
GO:0019978,C1149238
GO:0005136,C1149239
GO:0019979,C1149239
GO:0005137,C1149240
GO:0019980,C1149240
GO:0005138,C1149241
GO:0019981,C1149241
GO:0005139,C1149242
GO:0019982,C1149242
GO:0005140,C1149243
GO:0019983,C1149243
GO:0008092,C1149244
GO:0003779,C1149245
GO:0003780,C1149247
GO:0051015,C1149247
GO:0003786,C1149250
GO:0003790,C1149251
GO:0030036,C1149251
GO:0003785,C1149252
GO:0003788,C1149253
GO:0042989,C1149253
GO:0003784,C1149257
GO:0051014,C1149257
GO:0003791,C1149258
GO:0003779,C1149258
GO:0003792,C1149259
GO:0030506,C1149260
GO:0008093,C1149261
GO:0005519,C1149263
GO:0019894,C1149264
GO:0019895,C1149265
GO:0017022,C1149266
GO:0017024,C1149267
GO:0045159,C1149268
GO:0017022,C1149269
GO:0017021,C1149269
GO:0017018,C1149269
GO:0030507,C1149270
GO:0005523,C1149271
GO:0030172,C1149272
GO:0008017,C1149274
GO:0003777,C1149275
GO:0016326,C1149276
GO:0003777,C1149276
GO:0008569,C1149277
GO:0008574,C1149278
GO:0051013,C1149279
GO:0008351,C1149279
GO:0008017,C1149279
GO:0017166,C1149280
GO:0070840,C1149282
GO:0045504,C1149283
GO:0045505,C1149284
GO:0045503,C1149285
GO:0019899,C1149286
GO:0008179,C1149287
GO:0017151,C1149288
GO:0019900,C1149289
GO:0019901,C1149290
GO:0008432,C1149291
GO:0017135,C1149292
GO:0019902,C1149293
GO:0030346,C1149294
GO:0019903,C1149295
GO:0008157,C1149296
GO:0008190,C1149297
GO:0045295,C1149298
GO:0019838,C1149299
GO:0017134,C1149300
GO:0005104,C1149300
GO:0005520,C1149301
GO:0030492,C1149302
GO:0042393,C1149303
GO:0030544,C1149304
GO:0017078,C1149305
GO:0019865,C1149306
GO:0019862,C1149307
GO:0019766,C1149308
GO:0019863,C1149309
GO:0019767,C1149310
GO:0019768,C1149311
GO:0019769,C1149312
GO:0019864,C1149313
GO:0019770,C1149314
GO:0019771,C1149315
GO:0042071,C1149316
GO:0019772,C1149317
GO:0005049,C1149318
GO:0019215,C1149319
GO:0019793,C1149320
GO:0017170,C1149321
GO:0005521,C1149322
GO:0008034,C1149323
GO:0071813,C1149323
GO:0042498,C1149324
GO:0008035,C1149325
GO:0030169,C1149326
GO:0005041,C1149327
GO:0042043,C1149330
GO:0008139,C1149331
GO:0000268,C1149332
GO:0005052,C1149334
GO:0005053,C1149335
GO:0008267,C1149336
GO:0005522,C1149337
GO:0045309,C1149339
GO:0045310,C1149340
GO:0008022,C1149341
GO:0019904,C1149343
GO:0017058,C1149344
GO:0030274,C1149345
GO:0030275,C1149346
GO:0030165,C1149347
GO:0042169,C1149348
GO:0017124,C1149349
GO:0017048,C1149353
GO:0017049,C1149354
GO:0042153,C1149355
GO:0046332,C1149356
GO:0000149,C1149357
GO:0019905,C1149358
GO:0017075,C1149359
GO:0030348,C1149362
GO:0030519,C1149363
GO:0045545,C1149364
GO:0017025,C1149365
GO:0005123,C1149366
GO:0045569,C1149366
GO:0008134,C1149367
GO:0017162,C1149368
GO:0030331,C1149369
GO:0003712,C1149370
GO:0003713,C1149371
GO:0008140,C1149372
GO:0030374,C1149373
GO:0030375,C1149374
GO:0003714,C1149375
GO:0017147,C1149377
GO:0030170,C1149378
GO:0034713,C1149379
GO:0030156,C1149380
GO:0042056,C1149381
GO:0008009,C1149382
GO:0045499,C1149383
GO:0005125,C1149384
GO:0005155,C1149388
GO:0005156,C1149389
GO:0008317,C1149390
GO:0005104,C1149391
GO:0030353,C1149392
GO:0005152,C1149393
GO:0045352,C1149394
GO:0045353,C1149395
GO:0005105,C1149396
GO:0005111,C1149397
GO:0005127,C1149399
GO:0005128,C1149400
GO:0005129,C1149401
GO:0005130,C1149402
GO:0005131,C1149403
GO:0005132,C1149404
GO:0005133,C1149405
GO:0005141,C1149406
GO:0005142,C1149407
GO:0005143,C1149408
GO:0005144,C1149409
GO:0005145,C1149410
GO:0016170,C1149411
GO:0030367,C1149412
GO:0030380,C1149413
GO:0005134,C1149414
GO:0001531,C1149415
GO:0005135,C1149416
GO:0005136,C1149417
GO:0005137,C1149418
GO:0005138,C1149419
GO:0005139,C1149420
GO:0005140,C1149421
GO:0005146,C1149422
GO:0005147,C1149423
GO:0005148,C1149424
GO:0005171,C1149425
GO:0030372,C1149426
GO:0005149,C1149427
GO:0005150,C1149428
GO:0005151,C1149429
GO:0045514,C1149430
GO:0045515,C1149431
GO:0045516,C1149432
GO:0045517,C1149433
GO:0045518,C1149434
GO:0045519,C1149435
GO:0045520,C1149436
GO:0045521,C1149437
GO:0045522,C1149438
GO:0045523,C1149439
GO:0005153,C1149440
GO:0005157,C1149441
GO:0005165,C1149443
GO:0005163,C1149444
GO:0005166,C1149445
GO:0005173,C1149451
GO:0016915,C1149454
GO:0005160,C1149454
GO:0016916,C1149455
GO:0005160,C1149455
GO:0005038,C1149458
GO:0005123,C1149458
GO:0001664,C1149462
GO:0031704,C1149463
GO:0042379,C1149464
GO:0048020,C1149465
GO:0045236,C1149466
GO:0045237,C1149467
GO:0045238,C1149468
GO:0005109,C1149469
GO:0042324,C1149471
GO:0008083,C1149472
GO:0008084,C1149474
GO:0005179,C1149475
GO:0046659,C1149476
GO:0005180,C1149477
GO:0005179,C1149477
GO:0017043,C1149478
GO:0017044,C1149480
GO:0046058,C1149481
GO:0004016,C1149481
GO:0008492,C1149481
GO:0005179,C1149481
GO:0008613,C1149482
GO:0016913,C1149484
GO:0016608,C1149485
GO:0005183,C1149487
GO:0030354,C1149488
GO:0016085,C1149489
GO:0016084,C1149490
GO:0005184,C1149491
GO:0016086,C1149492
GO:0016087,C1149493
GO:0008255,C1149494
GO:0008031,C1149495
GO:0005185,C1149496
GO:0018445,C1149497
GO:0008648,C1149498
GO:0016521,C1149499
GO:0008437,C1149500
GO:0005158,C1149501
GO:0005159,C1149502
GO:0005178,C1149503
GO:0030370,C1149504
GO:0042287,C1149505
GO:0046703,C1149508
GO:0005112,C1149510
GO:0001515,C1149511
GO:0005113,C1149512
GO:0005186,C1149513
GO:0030413,C1149514
GO:0005114,C1149515
GO:0048018,C1149516
GO:0048019,C1149517
GO:0005115,C1149518
GO:0005124,C1149520
GO:0030215,C1149521
GO:0005118,C1149522
GO:0005119,C1149523
GO:0017098,C1149524
GO:0034713,C1149525
GO:0005121,C1149526
GO:0005122,C1149527
GO:0005117,C1149528
GO:0008430,C1149529
GO:0005496,C1149530
GO:0015485,C1149531
GO:0019836,C1149532
GO:0052331,C1149532
GO:0015484,C1149532
GO:0008142,C1149533
GO:0005499,C1149535
GO:0046790,C1149536
GO:0019842,C1149537
GO:0009374,C1149538
GO:0005542,C1149539
GO:0008431,C1149540
GO:0007155,C1149541
GO:0050839,C1149541
GO:0005194,C1149541
GO:0016339,C1149543
GO:0008014,C1149543
GO:0016338,C1149544
GO:0016347,C1149544
GO:0007161,C1149544
GO:0050839,C1149545
GO:0030369,C1149546
GO:0005055,C1149547
GO:0042064,C1149548
GO:0030155,C1149548
GO:0042072,C1149549
GO:0007162,C1149549
GO:0004384,C1149550
GO:0004385,C1149550
GO:0019039,C1149551
GO:0098997,C1149551
GO:0019064,C1149551
GO:0006457,C1149552
GO:0051082,C1149552
GO:0051131,C1149552
GO:0044183,C1149552
GO:0003754,C1149552
GO:0065003,C1149552
GO:0042623,C1149553
GO:0006457,C1149553
GO:0003763,C1149553
GO:0051087,C1149554
GO:0003767,C1149554
GO:0006457,C1149554
GO:0006457,C1149555
GO:0003772,C1149555
GO:0051087,C1149555
GO:0015472,C1149556
GO:0051082,C1149556
GO:0051082,C1149557
GO:0003759,C1149557
GO:0006457,C1149557
GO:0006986,C1149558
GO:0042026,C1149558
GO:0034620,C1149558
GO:0003773,C1149558
GO:0051082,C1149559
GO:0003762,C1149559
GO:0042393,C1149559
GO:0008077,C1149560
GO:0016530,C1149561
GO:0016531,C1149562
GO:0016532,C1149563
GO:0000005,C1149564
GO:0051082,C1149564
GO:0007021,C1149565
GO:0017072,C1149565
GO:0051082,C1149565
GO:0030188,C1149566
GO:0030189,C1149567
GO:0030190,C1149568
GO:0030191,C1149569
GO:0030192,C1149570
GO:0008580,C1149571
GO:0007010,C1149571
GO:0003793,C1149572
GO:0006952,C1149572
GO:0003794,C1149573
GO:0003795,C1149574
GO:0006952,C1149574
GO:0003797,C1149575
GO:0042742,C1149575
GO:0008225,C1149576
GO:0050829,C1149576
GO:0008224,C1149577
GO:0050830,C1149577
GO:0003798,C1149578
GO:0050831,C1149578
GO:0003799,C1149579
GO:0003796,C1149582
GO:0003800,C1149583
GO:0004252,C1149584
GO:0003801,C1149584
GO:0003803,C1149585
GO:0003802,C1149586
GO:0003804,C1149587
GO:0003805,C1149588
GO:0003803,C1149588
GO:0003806,C1149589
GO:0003807,C1149590
GO:0003808,C1149591
GO:0003809,C1149593
GO:0042280,C1149594
GO:0046789,C1149594
GO:0006956,C1149595
GO:0003811,C1149595
GO:0003812,C1149596
GO:0003813,C1149597
GO:0003815,C1149598
GO:0003816,C1149599
GO:0003817,C1149600
GO:0030009,C1149601
GO:0003818,C1149602
GO:0019771,C1149604
GO:0019764,C1149604
GO:0019768,C1149604
GO:0019769,C1149605
GO:0019765,C1149605
GO:0019772,C1149605
GO:0046429,C1149606
GO:0008686,C1149608
GO:0008696,C1149609
GO:0008711,C1149612
GO:0046567,C1149614
GO:0003833,C1149615
GO:0000249,C1149616
GO:0008719,C1149618
GO:0004153,C1149620
GO:0004162,C1149621
GO:0008486,C1149622
GO:0004133,C1149623
GO:0004134,C1149624
GO:0004135,C1149625
GO:0010303,C1149625
GO:0019156,C1149626
GO:0004386,C1149627
GO:0043139,C1149628
GO:0004407,C1149629
GO:0017136,C1149630
GO:0045129,C1149631
GO:0016787,C1149632
GO:0003923,C1149633
GO:0016817,C1149634
GO:0016818,C1149636
GO:0003998,C1149637
GO:0008796,C1149638
GO:0004081,C1149639
GO:0008803,C1149640
GO:0004081,C1149640
GO:0008828,C1149641
GO:0019176,C1149642
GO:0019177,C1149643
GO:0000298,C1149644
GO:0004309,C1149645
GO:0017110,C1149646
GO:0017111,C1149647
GO:0017110,C1149647
GO:0004050,C1149647
GO:0004382,C1149648
GO:0045134,C1149649
GO:0017111,C1149650
GO:0016462,C1149651
GO:0019144,C1149652
GO:0008715,C1149653
GO:0004170,C1149654
GO:0008894,C1149655
GO:0009678,C1149656
GO:0004427,C1149657
GO:0000210,C1149658
GO:0004551,C1149659
GO:0004636,C1149660
GO:0004787,C1149661
GO:0008758,C1149662
GO:0008768,C1149663
GO:0016819,C1149664
GO:0016821,C1149665
GO:0016817,C1149665
GO:0003777,C1149666
GO:0008567,C1149666
GO:0008568,C1149667
GO:0000146,C1149668
GO:0008570,C1149668
GO:0006457,C1149669
GO:0008571,C1149669
GO:0042623,C1149669
GO:0008572,C1149670
GO:0042623,C1149670
GO:0008573,C1149671
GO:0042623,C1149671
GO:0007031,C1149671
GO:0008575,C1149672
GO:0008576,C1149673
GO:0042623,C1149673
GO:0016822,C1149674
GO:0016823,C1149675
GO:0018771,C1149676
GO:0018768,C1149677
GO:0018774,C1149678
GO:0018767,C1149679
GO:0018765,C1149680
GO:0018769,C1149681
GO:0018775,C1149682
GO:0018770,C1149683
GO:0018773,C1149684
GO:0018766,C1149685
GO:0004334,C1149686
GO:0030429,C1149687
GO:0030603,C1149688
GO:0018772,C1149689
GO:0016827,C1149690
GO:0016824,C1149691
GO:0019120,C1149692
GO:0018777,C1149693
GO:0018779,C1149694
GO:0018784,C1149695
GO:0018778,C1149695
GO:0033976,C1149695
GO:0033977,C1149695
GO:0033975,C1149695
GO:0018787,C1149696
GO:0018788,C1149697
GO:0018782,C1149698
GO:0018783,C1149699
GO:0018780,C1149700
GO:0018785,C1149701
GO:0018786,C1149703
GO:0018781,C1149704
GO:0004800,C1149705
GO:0033798,C1149705
GO:0018776,C1149706
GO:0016825,C1149707
GO:0016826,C1149708
GO:0018789,C1149709
GO:0016250,C1149710
GO:0016828,C1149711
GO:0016810,C1149712
GO:0016812,C1149713
GO:0018751,C1149714
GO:0017168,C1149715
GO:0019874,C1149716
GO:0004038,C1149717
GO:0018753,C1149718
GO:0004151,C1149719
GO:0004157,C1149720
GO:0018752,C1149721
GO:0016814,C1149722
GO:0019238,C1149723
GO:0003933,C1149724
GO:0003934,C1149725
GO:0003935,C1149726
GO:0003937,C1149727
GO:0004477,C1149728
GO:0018759,C1149729
GO:0004635,C1149730
GO:0019239,C1149731
GO:0000034,C1149732
GO:0004000,C1149733
GO:0006155,C1149733
GO:0008251,C1149734
GO:0003876,C1149735
GO:0006197,C1149735
GO:0004126,C1149736
GO:0004131,C1149737
GO:0004132,C1149738
GO:0008829,C1149739
GO:0008835,C1149740
GO:0008892,C1149742
GO:0016811,C1149743
GO:0018749,C1149744
GO:0019875,C1149745
GO:0004039,C1149746
GO:0004040,C1149747
GO:0004046,C1149748
GO:0004061,C1149749
GO:0004067,C1149750
GO:0003948,C1149751
GO:0008418,C1149752
GO:0019807,C1149753
GO:0003837,C1149754
GO:0018750,C1149755
GO:0102121,C1149756
GO:0004336,C1149757
GO:0017041,C1149758
GO:0004348,C1149759
GO:0017042,C1149760
GO:0004099,C1149761
GO:0045302,C1149762
GO:0019213,C1149763
GO:0008777,C1149764
GO:0008448,C1149765
GO:0008759,C1149766
GO:0017064,C1149767
GO:0004328,C1149768
GO:0008463,C1149769
GO:0008864,C1149770
GO:0004359,C1149771
GO:0042242,C1149772
GO:0008884,C1149773
GO:0018748,C1149774
GO:0008745,C1149776
GO:0008936,C1149777
GO:0019159,C1149778
GO:0017159,C1149779
GO:0004593,C1149780
GO:0008953,C1149781
GO:0000224,C1149782
GO:0009014,C1149783
GO:0009017,C1149784
GO:0009039,C1149785
GO:0016813,C1149786
GO:0018758,C1149787
GO:0018755,C1149788
GO:0008783,C1149789
GO:0004037,C1149790
GO:0018754,C1149791
GO:0018756,C1149792
GO:0004053,C1149793
GO:0016990,C1149794
GO:0016980,C1149795
GO:0018757,C1149796
GO:0016403,C1149797
GO:0004668,C1149798
GO:0009015,C1149799
GO:0004848,C1149800
GO:0050385,C1149800
GO:0016815,C1149801
GO:0018762,C1149802
GO:0018761,C1149803
GO:0000257,C1149804
GO:0018760,C1149805
GO:0016816,C1149806
GO:0016810,C1149806
GO:0018763,C1149807
GO:0018764,C1149808
GO:0046508,C1149809
GO:0046507,C1149810
GO:0016788,C1149811
GO:0045330,C1149812
GO:0052689,C1149813
GO:0018731,C1149814
GO:0003847,C1149815
GO:0018733,C1149816
GO:0017057,C1149817
GO:0008126,C1149818
GO:0046575,C1149819
GO:0001681,C1149820
GO:0046555,C1149821
GO:0004045,C1149822
GO:0006439,C1149822
GO:0004045,C1149823
GO:0004064,C1149824
GO:0018734,C1149825
GO:0003990,C1149827
GO:0004453,C1149828
GO:0008806,C1149830
GO:0004104,C1149831
GO:0030339,C1149832
GO:0030600,C1149833
GO:0004341,C1149834
GO:0046573,C1149835
GO:0016298,C1149836
GO:0004465,C1149837
GO:0004620,C1149838
GO:0004622,C1149839
GO:0008970,C1149840
GO:0052739,C1149841
GO:0052740,C1149841
GO:0017063,C1149841
GO:0004623,C1149842
GO:0004626,C1149843
GO:0004623,C1149843
GO:0004627,C1149844
GO:0047498,C1149844
GO:0004628,C1149845
GO:0047499,C1149845
GO:0004624,C1149846
GO:0004623,C1149846
GO:0004625,C1149847
GO:0047498,C1149847
GO:0004629,C1149848
GO:0004436,C1149849
GO:0004435,C1149850
GO:0004630,C1149851
GO:0004621,C1149852
GO:0000225,C1149854
GO:0003975,C1149854
GO:0030599,C1149855
GO:0008984,C1149856
GO:0004771,C1149857
GO:0018732,C1149858
GO:0016794,C1149859
GO:0008893,C1149860
GO:0008849,C1149861
